QuestionID,Question,SentenceID,Sentence,Label
Q12162,what is a slugs slime made out of,S12162,Slug is a common name for an apparently shell-less terrestrial gastropod mollusk .,0
Q12163,what is a slugs slime made out of,S12163,"The word ""slug"" is also often used as part of the common name of any gastropod mollusc that has no shell, has a very reduced shell, or has only a small internal shell.",0
Q12164,what is a slugs slime made out of,S12164,"(This is in contrast to the common name "" snail "", which is applied to gastropods that have a coiled shell that is large enough that the soft parts of the animal can retract fully into it.)",0
Q12165,what is a slugs slime made out of,S12165,"Slugs exist on land and in the sea, and there is even one genus of freshwater slugs, Acochlidium .",0
Q12166,what is a slugs slime made out of,S12166,"The unadorned word ""slug"" is however applied primarily to land slugs, whereas slugs from the sea or from freshwater are usually referred to as "" sea slugs "" and ""freshwater slugs"".",0
Q12167,what is a slugs slime made out of,S12167,"Land gastropods with a shell that is not quite vestigial , but is too small to retract into (like many in the family Urocyclidae ), are known as semislugs .",0
Q12168,what is a slugs slime made out of,S12168,The various taxonomic families of slugs form part of several quite different evolutionary lineages which also include snails.,0
Q12169,what is a slugs slime made out of,S12169,"Thus, for example, the various families of land slugs are not very closely related to one another, despite a superficial similarity in the overall body form.",0
Q12170,what is a slugs slime made out of,S12170,"The shell-less condition has arisen many times independently during the evolutionary past, and thus the category ""slug"" is emphatically a polyphyletic one.",0
Q12171,what is a slugs slime made out of,S12171,"Slugs, like all other gastropods, undergo torsion (a 180° twisting of the internal organs) during development.",0
Q12172,what is a slugs slime made out of,S12172,"Internally, slug anatomy clearly shows the effects of this rotation, but externally the bodies of land slugs appear to be more or less symmetrical, except for the positioning of the pneumostome , which is on one side of the animal, normally the right hand side.",0
Q12173,what is a slugs slime made out of,S12173,"The soft, slimy bodies of slugs are prone to desiccation , so land-living slugs are confined to moist environments and must retreat to damp hiding places when the weather is dry.",0
Q12174,what is a slugs slime made out of,S12174,The subsequent information in this article applies to land slugs.,0
Q12175,what is (sic),S12175,"is a Latin word that means ""thus"" or, in writing, ""it was thus in the source material"".",0
Q12176,what is (sic),S12176,Sic may also refer to:,0
Q12177,what is (sic),S12177,"Sic, Cluj , a commune in Romania",0
Q12178,what is (sic),S12178,"SIC, the regional code for Sicily",0
Q12179,what is (sic),S12179,"Sic (noise artist) , styled as [sic], stage name of Jennifer Morris, a Canadian noise artist",0
Q12180,what is (sic),S12180,"Sic (band) is a modern Hardcore/Thrash metal band from Torshavn, the capital of the Faroe Islands",0
Q12181,what is (sic),S12181,"(sic), a song by American band Slipknot on the album Slipknot",0
Q12182,what is (sic),S12182,"SIC, the initial of Marco Simoncelli .",0
Q12183,what is (sic),S12183,SIC as an acronym may stand for:,0
Q12184,what is (sic),S12184,"SiC, Silicon carbide , a semiconducting material, also used to make metalworking tools",0
Q12185,what is (sic),S12185,SIC (cyclecar) (Società Italiana Cyclecars),0
Q12186,what is (sic),S12186,"Standard Industrial Classification , a 20th-century U.S. system for classifying industries",0
Q12187,what is (sic),S12187,International Standard Industrial Classification a UN system for economic activities,0
Q12188,what is (sic),S12188,Shetland Islands Council,0
Q12189,what is (sic),S12189,the Swiss Interbank Clearing system,0
Q12190,what is (sic),S12190,"San Isidro Club , an Argentine rugby union club",0
Q12191,what is (sic),S12191,"Standing Interpretation Committee, a committee dedicated to the interpretation of international accounting standards IFRS",0
Q12192,what is (sic),S12192,Schwarz information criterion in the field of statistics,0
Q12193,what is (sic),S12193,Second-in-command in the field of aviation,0
Q12194,what is (sic),S12194,Sistema Interconectado Central power grid in Chile,0
Q12195,what is (sic),S12195,"Sociedade Independente de Comunicação (SIC), a television channel in Portugal",0
Q12196,what is (sic),S12196,"Sea Isle City, New Jersey , a coastal town in the United States",0
Q12197,what is (sic),S12197,"Segmented Integer Counter mode, a mode of operation in cryptography",0
Q12198,what is (sic),S12198,"Sepang International Circuit , a high-end racetrack that hosts the Malaysian round of Formula 1",0
Q12199,what is (sic),S12199,"Shanghai International Circuit , a motor racing venue in Shanghai, China",0
Q12200,what is (sic),S12200,"Simplified instructional computer , a hypothetical computer used in systems programming",0
Q12201,what is (sic),S12201,"SIC (Sons Idées Couleurs), an early twentieth-century art magazine produced by French author Pierre Albert-Birot",0
Q12202,what is (sic),S12202,"Southeastern Illinois College , a two year Junior College in Harrisburg, Illinois, United States",0
Q12203,what is (sic),S12203,"Specific inductive capacity , abbreviated to SIC, which is more commonly known as the relative permittivity or the dielectric constant",0
Q12204,what is (sic),S12204,"St Ignatius' College, Riverview , a Jesuit school in Sydney, Australia",0
Q12205,who overthrows france,S12205,Imperial Standard of Napoleon I,0
Q12206,who overthrows france,S12206,"Napoleon Bonaparte ( , ; 15 August 1769 – 5 May 1821) was a French military and political leader who rose to prominence during the latter stages of the French Revolution and its associated wars in Europe.",0
Q12207,who overthrows france,S12207,"As Napoleon I, he was Emperor of the French from 1804 to 1815.",0
Q12208,who overthrows france,S12208,"His legal reform, the Napoleonic Code , has been a major influence on many civil law jurisdictions worldwide, but he is best remembered for his role in the wars led against France by a series of coalitions, the so-called Napoleonic Wars .",0
Q12209,who overthrows france,S12209,"He established hegemony over most of continental Europe and sought to spread the ideals of the French Revolution, while consolidating an imperial monarchy which restored aspects of the deposed Ancien Régime .",0
Q12210,who overthrows france,S12210,"Due to his success in these wars, often against numerically superior enemies, he is generally regarded as one of the greatest military commanders of all time, and his campaigns are studied at military academies worldwide.",0
Q12211,who overthrows france,S12211,Napoleon was born at Ajaccio in Corsica in a family of noble Italian ancestry which had settled Corsica in the 16th century.,0
Q12212,who overthrows france,S12212,He trained as an artillery officer in mainland France.,0
Q12213,who overthrows france,S12213,He rose to prominence under the French First Republic and led successful campaigns against the First and Second Coalitions arrayed against France.,0
Q12214,who overthrows france,S12214,He led a successful invasion of the Italian peninsula.,0
Q12215,who overthrows france,S12215,"In 1799, he staged a coup d'état and installed himself as First Consul ; five years later the French Senate proclaimed him emperor, following a plebiscite in his favour.",0
Q12216,who overthrows france,S12216,"In the first decade of the 19th century, the French Empire under Napoleon engaged in a series of conflicts—the Napoleonic Wars —that involved every major European power.",0
Q12217,who overthrows france,S12217,"After a streak of victories, France secured a dominant position in continental Europe, and Napoleon maintained the French sphere of influence through the formation of extensive alliances and the appointment of friends and family members to rule other European countries as French client states .",0
Q12218,who overthrows france,S12218,The Peninsular War and 1812 French invasion of Russia marked turning points in Napoleon's fortunes.,0
Q12219,who overthrows france,S12219,His Grande Armée was badly damaged in the campaign and never fully recovered.,0
Q12220,who overthrows france,S12220,"In 1813, the Sixth Coalition defeated his forces at Leipzig ; the following year the Coalition invaded France, forced Napoleon to abdicate and exiled him to the island of Elba .",0
Q12221,who overthrows france,S12221,"Less than a year later, he escaped Elba and returned to power, but was defeated at the Battle of Waterloo in June 1815.",0
Q12222,who overthrows france,S12222,Napoleon spent the last six years of his life in confinement by the British on the island of Saint Helena .,0
Q12223,who overthrows france,S12223,"An autopsy concluded he died of stomach cancer , but there has been some debate about the cause of his death, as some scholars have speculated that he was a victim of arsenic poisoning .",0
Q12224,What are 2 United States Senators that are from Pennsylvania?,S12224,This is a chronological listing of the United States Senators from Pennsylvania .,0
Q12225,What are 2 United States Senators that are from Pennsylvania?,S12225,"United States Senators are popularly elected, for a six-year term, beginning January 3.",0
Q12226,What are 2 United States Senators that are from Pennsylvania?,S12226,Elections are held the first Tuesday after November 1.,0
Q12227,What are 2 United States Senators that are from Pennsylvania?,S12227,"Before 1914, they were chosen by the Pennsylvania General Assembly , and before 1935, their terms began March 4.",0
Q12228,what year did South Africa become a team in rugby,S12228,The South Africa national rugby union team (known as the Springboks) represents South Africa in rugby union .,0
Q12229,what year did South Africa become a team in rugby,S12229,"They compete in the annual Rugby Championship , along with southern-hemisphere counterparts Argentina , Australia and New Zealand .",0
Q12230,what year did South Africa become a team in rugby,S12230,They have won this championship on three occasions in sixteen years.,0
Q12231,what year did South Africa become a team in rugby,S12231,"They are currently ranked second in the world by the International Rugby Board , and were named 2008 World Team of the Year at the Laureus World Sports Awards.",0
Q12232,what year did South Africa become a team in rugby,S12232,"Although South Africa was instrumental in the creation of the Rugby World Cup competition, the Springboks did not compete in the first two World Cups in 1987 and 1991 because of anti-apartheid sporting boycotts of South Africa.",0
Q12233,what year did South Africa become a team in rugby,S12233,"The team made its World Cup debut in 1995 , when the newly democratic South Africa hosted the tournament.",0
Q12234,what year did South Africa become a team in rugby,S12234,"The Springboks then defeated the All Blacks 15–12 in the final , which is now remembered as one of the greatest moments in South Africa's sporting history, and a watershed moment in the post-Apartheid nation-building process.",0
Q12235,what year did South Africa become a team in rugby,S12235,"South Africa regained their title as champions 12 years later, when they defeated England 15–6 in the 2007 final .",0
Q12236,what year did South Africa become a team in rugby,S12236,"As a result of the 2007 World Cup tournament the Springboks were promoted to first place in the IRB World Rankings, a position they held until July the following year when New Zealand regained the top spot.",0
Q12237,what year did South Africa become a team in rugby,S12237,"The Springboks play in green and gold jerseys, and their emblems are the Springbok and the Protea .",0
Q12238,what year did South Africa become a team in rugby,S12238,"The side has been playing international rugby since 1891, when a British Isles side toured the nation, playing South Africa in their first Test on 30 July.",1
Q12239,what year did South Africa become a team in rugby,S12239,"South Africa was coached by Jake White , who led the Boks to the 2007 World Cup title, announcing his resignation effectively from the end of 2007.",0
Q12240,what year did South Africa become a team in rugby,S12240,"His replacement's ( Peter de Villiers ) contract expired in 2011, following a 11–9 defeat to Australia in the Rugby World Cup quarter-final, who then stated he would not be signing a new deal.",0
Q12241,what year did South Africa become a team in rugby,S12241,"The previous captain was John Smit , who before he retired in 2011 played hooker for most of his career, although he has also been a prop , mainly in 2008 and 2009.",0
Q12242,what year did South Africa become a team in rugby,S12242,"Due to Smit being unavailable for the November 2010 Tests after surgery, lock Victor Matfield took Smit's place as captain for that tour.",0
Q12243,what year did South Africa become a team in rugby,S12243,The current captain is Jean de Villiers .,0
Q12244,who jumped the fence at gettysburg during the civil war?,S12244,"The Battle of Gettysburg (, with an sound), was fought July 1–3, 1863, in and around the town of Gettysburg , Pennsylvania .",0
Q12245,who jumped the fence at gettysburg during the civil war?,S12245,It was the battle with the largest number of casualties in the American Civil War and is often described as the war's turning point .,0
Q12246,who jumped the fence at gettysburg during the civil war?,S12246,"Union Maj. Gen. George Gordon Meade 's Army of the Potomac defeated attacks by Confederate Gen. Robert E. Lee 's Army of Northern Virginia , ending Lee's invasion of the North.",0
Q12247,who jumped the fence at gettysburg during the civil war?,S12247,"After his success at Chancellorsville in Virginia in May 1863, Lee led his army through the Shenandoah Valley to begin his second invasion of the North—the Gettysburg Campaign .",0
Q12248,who jumped the fence at gettysburg during the civil war?,S12248,"With his army in high spirits, Lee intended to shift the focus of the summer campaign from war-ravaged northern Virginia and hoped to influence Northern politicians to give up their prosecution of the war by penetrating as far as Harrisburg, Pennsylvania , or even Philadelphia .",0
Q12249,who jumped the fence at gettysburg during the civil war?,S12249,"Prodded by President Abraham Lincoln , Maj. Gen. Joseph Hooker moved his army in pursuit, but was relieved just three days before the battle and replaced by Meade.",0
Q12250,who jumped the fence at gettysburg during the civil war?,S12250,"Elements of the two armies initially collided at Gettysburg on July 1, 1863, as Lee urgently concentrated his forces there, his objective being to engage the Union army and destroy it.",0
Q12251,who jumped the fence at gettysburg during the civil war?,S12251,"Low ridges to the northwest of town were defended initially by a Union cavalry division under Brig. Gen. John Buford , and soon reinforced with two corps of Union infantry .",0
Q12252,who jumped the fence at gettysburg during the civil war?,S12252,"However, two large Confederate corps assaulted them from the northwest and north, collapsing the hastily developed Union lines, sending the defenders retreating through the streets of town to the hills just to the south.",0
Q12253,who jumped the fence at gettysburg during the civil war?,S12253,"On the second day of battle, most of both armies had assembled.",0
Q12254,who jumped the fence at gettysburg during the civil war?,S12254,The Union line was laid out in a defensive formation resembling a fishhook.,0
Q12255,who jumped the fence at gettysburg during the civil war?,S12255,"In the late afternoon of July 2, Lee launched a heavy assault on the Union left flank, and fierce fighting raged at Little Round Top , the Wheatfield , Devil's Den , and the Peach Orchard .",0
Q12256,who jumped the fence at gettysburg during the civil war?,S12256,"On the Union right, demonstrations escalated into full-scale assaults on Culp's Hill and Cemetery Hill .",0
Q12257,who jumped the fence at gettysburg during the civil war?,S12257,"All across the battlefield, despite significant losses, the Union defenders held their lines.",0
Q12258,who jumped the fence at gettysburg during the civil war?,S12258,"On the third day of battle, July 3, fighting resumed on Culp's Hill, and cavalry battles raged to the east and south, but the main event was a dramatic infantry assault by 12,500 Confederates against the center of the Union line on Cemetery Ridge , known as Pickett's Charge .",0
Q12259,who jumped the fence at gettysburg during the civil war?,S12259,"The charge was repulsed by Union rifle and artillery fire, at great losses to the Confederate army.",0
Q12260,who jumped the fence at gettysburg during the civil war?,S12260,Lee led his army on a torturous retreat back to Virginia .,0
Q12261,who jumped the fence at gettysburg during the civil war?,S12261,"Between 46,000 and 51,000 soldiers from both armies were casualties in the three-day battle.",0
Q12262,who jumped the fence at gettysburg during the civil war?,S12262,"That November, President Lincoln used the dedication ceremony for the Gettysburg National Cemetery to honor the fallen Union soldiers and redefine the purpose of the war in his historic Gettysburg Address .",0
Q12263,what is a discipline of study,S12263,"An academic discipline, or field of study, is a branch of knowledge that is taught and researched at the college or university level.",1
Q12264,what is a discipline of study,S12264,"Disciplines are defined (in part), and recognized by the academic journals in which research is published, and the learned societies and academic departments or faculties to which their practitioners belong.",1
Q12265,what is a discipline of study,S12265,"However, there exists no formal criteria for when educational programs and scholarly journals form an academic discipline.",0
Q12266,what is a discipline of study,S12266,"A huge difference exists between, on the one hand, well established disciplines that exist in almost all universities all over the world, have a long history, and have a well established set of journals and conferences, and, on the other hand, suggestions for new fields supported only by few universities and publications.",0
Q12267,what is a discipline of study,S12267,"Fields of study usually have several sub-disciplines or branches, and the distinguishing lines between these are often both arbitrary and ambiguous.",0
Q12268,what is a php application,S12268,PHP is a server-side scripting language designed for web development but also used as a general-purpose programming language .,0
Q12269,what is a php application,S12269,PHP is now installed on more than 244 million websites and 2.1 million web servers .,0
Q12270,what is a php application,S12270,"Originally created by Rasmus Lerdorf in 1995, the reference implementation of PHP is now produced by The PHP Group.",0
Q12271,what is a php application,S12271,"While PHP originally stood for Personal Home Page, it now stands for PHP: Hypertext Preprocessor, a recursive acronym .",0
Q12272,what is a php application,S12272,PHP code is interpreted by a web server with a PHP processor module which generates the resulting web page: PHP commands can be embedded directly into an HTML source document rather than calling an external file to process data.,0
Q12273,what is a php application,S12273,It has also evolved to include a command-line interface capability and can be used in standalone graphical applications .,0
Q12274,what is a php application,S12274,"PHP is free software released under the PHP License , which is incompatible with the GNU General Public License (GPL) due to restrictions on the usage of the term PHP.",0
Q12275,what is a php application,S12275,"PHP can be deployed on most web servers and also as a standalone shell on almost every operating system and platform , free of charge.",0
Q12276,who did john f kennedy run against?,S12276,"John Fitzgerald ""Jack"" Kennedy (May 29, 1917 – November 22, 1963), often referred to by his initials JFK, was the 35th President of the United States , serving from 1961 until his death in 1963.",0
Q12277,who did john f kennedy run against?,S12277,"After military service as commander of the Motor Torpedo Boats PT-109 and PT-59 during World War II in the South Pacific , Kennedy represented Massachusetts' 11th congressional district in the U.S. House of Representatives from 1947 to 1953 as a Democrat .",0
Q12278,who did john f kennedy run against?,S12278,"Thereafter, he served in the U.S. Senate from 1953 until 1960.",0
Q12279,who did john f kennedy run against?,S12279,Kennedy defeated Vice President and Republican candidate Richard Nixon in the 1960 U.S. presidential election .,1
Q12280,who did john f kennedy run against?,S12280,"At 43 years of age, he is the youngest to have been elected to the office, the second-youngest President (after Theodore Roosevelt ), and the first person born in the 20th century to serve as president.",0
Q12281,who did john f kennedy run against?,S12281,"A Catholic , Kennedy is the only non- Protestant president, and is the only president to have won a Pulitzer Prize .",0
Q12282,who did john f kennedy run against?,S12282,"Events during his presidency included the Bay of Pigs Invasion , the Cuban Missile Crisis , the building of the Berlin Wall , the Space Race , the African-American Civil Rights Movement , and early stages of the Vietnam War .",0
Q12283,who did john f kennedy run against?,S12283,"Therein, Kennedy increased the number of military advisers, special operation forces, and helicopters in an effort to curb the spread of communism in South East Asia.",0
Q12284,who did john f kennedy run against?,S12284,The Kennedy administration adopted the policy of the Strategic Hamlet Program which was implemented by the South Vietnamese government.,0
Q12285,who did john f kennedy run against?,S12285,"It involved certain forced relocation, village internment, and segregation of rural South Vietnamese from the northern and southern communist insurgents.",0
Q12286,who did john f kennedy run against?,S12286,"Kennedy was assassinated on November 22, 1963 in Dallas , Texas.",0
Q12287,who did john f kennedy run against?,S12287,"Lee Harvey Oswald was charged with the crime, but he was shot and killed by Jack Ruby two days later, before a trial could take place.",0
Q12288,who did john f kennedy run against?,S12288,The FBI and the Warren Commission officially concluded that Oswald was the lone assassin.,0
Q12289,who did john f kennedy run against?,S12289,"However, the United States House Select Committee on Assassinations (HSCA) concluded that those investigations were flawed and that Kennedy was probably assassinated as the result of a conspiracy .",0
Q12290,who did john f kennedy run against?,S12290,"However, ABC News in their investigation, The Kennedy Assassination: Beyond Conspiracy, confirmed the findings of the Warren Commission; having concluded Oswald acted alone.",0
Q12291,who did john f kennedy run against?,S12291,Kennedy's controversial Department of Defense TFX fighter bomber program led to a Congressional investigation that lasted from 1963 to 1970.,0
Q12292,who did john f kennedy run against?,S12292,Since the 1960s information concerning Kennedy's private life has come to light.,0
Q12293,who did john f kennedy run against?,S12293,"Details of Kennedy's health problems in which he struggled have become better known, especially since the 1990s.",0
Q12294,who did john f kennedy run against?,S12294,"Although initially kept secret from the general public, reports of Kennedy's philandering have garnered much press.",0
Q12295,who did john f kennedy run against?,S12295,Kennedy ranks highly in public opinion ratings of U.S. presidents .,0
Q12296,who wrote stand by me,S12296,"Stand by Me is a song originally performed by Ben E. King and written by King, Jerry Leiber , and Mike Stoller , inspired by the spiritual ""Lord Stand by Me,"" plus two lines rooted in Psalms 46:2–3.",1
Q12297,who wrote stand by me,S12297,There have been over 400 recorded versions of the song.,0
Q12298,what are metaphors used for,S12298,"A political cartoon from an 1894 Puck magazine by illustrator S.D. Ehrhart, shows a farm woman labeled ""Democratic Party"" sheltering from a tornado of political change.",0
Q12299,what are metaphors used for,S12299,"A metaphor is a figure of speech that describes a subject by asserting that it is, on some point of comparison, the same as another otherwise unrelated object.",1
Q12300,what are metaphors used for,S12300,"Metaphor is a type of analogy and is closely related to other rhetorical figures of speech that achieve their effects via association, comparison or resemblance including allegory , hyperbole , and simile .",1
Q12301,what are metaphors used for,S12301,"In simpler terms, a metaphor compares two objects or things without using the words ""like"" or ""as"".",0
Q12302,what are metaphors used for,S12302,One of the most prominent examples of a metaphor in English literature is the All the world's a stage monologue from As You Like It :,0
Q12303,what are metaphors used for,S12303,"All the world's a stage,",0
Q12304,what are metaphors used for,S12304,And all the men and women merely players;,0
Q12305,what are metaphors used for,S12305,"They have their exits and their entrances; — William Shakespeare , As You Like It , 2/7",0
Q12306,what are metaphors used for,S12306,This quote is a metaphor because the world is not literally a stage.,0
Q12307,what are metaphors used for,S12307,"By figuratively asserting that the world is a stage, Shakespeare uses the points of comparison between the world and a stage to convey an understanding about the mechanics of the world and the lives of the people within it.",0
Q12308,what printmaking process doesn't require the text to be reversed,S12308,"Mount Fuji , from the Thirty-six Views of Mount Fuji , color woodcut by Katsushika Hokusai",0
Q12309,what printmaking process doesn't require the text to be reversed,S12309,"Rembrandt van Rijn , Self-portrait , etching , c.1630",0
Q12310,what printmaking process doesn't require the text to be reversed,S12310,"Francisco Goya , There is No One To Help Them, Disasters of War series, aquatint c.1810",0
Q12311,what printmaking process doesn't require the text to be reversed,S12311,"Felix Vallotton , La raison probante (The Cogent Reason), woodcut from the series Intimités, 1898",0
Q12312,what printmaking process doesn't require the text to be reversed,S12312,"Printmaking is the process of making artworks by printing , normally on paper .",0
Q12313,what printmaking process doesn't require the text to be reversed,S12313,"Printmaking normally covers only the process of creating prints with an element of originality, rather than just being a photographic reproduction of a painting.",0
Q12314,what printmaking process doesn't require the text to be reversed,S12314,"Except in the case of monotyping , the process is capable of producing multiples of the same piece, which is called a print.",0
Q12315,what printmaking process doesn't require the text to be reversed,S12315,"Each print produced is not considered a ""copy"" but rather is considered an ""original"".",0
Q12316,what printmaking process doesn't require the text to be reversed,S12316,"This is because typically each print varies to an extent due to variables intrinsic to the printmaking process, and also because the imagery of a print is typically not simply a reproduction of another work but rather is often a unique image designed from the start to be expressed in a particular printmaking technique.",0
Q12317,what printmaking process doesn't require the text to be reversed,S12317,A print may be known as an impression.,0
Q12318,what printmaking process doesn't require the text to be reversed,S12318,"Printmaking (other than monotyping) is not chosen only for its ability to produce multiple impressions, but rather for the unique qualities that each of the printmaking processes lends itself to.",0
Q12319,what printmaking process doesn't require the text to be reversed,S12319,Prints are created by transferring ink from a matrix or through a prepared screen to a sheet of paper or other material.,0
Q12320,what printmaking process doesn't require the text to be reversed,S12320,"Common types of matrices include: metal plates, usually copper or zinc, or polymer plates for engraving or etching ; stone, aluminum, or polymer for lithography ; blocks of wood for woodcuts and wood engravings ; and linoleum for linocuts .",0
Q12321,what printmaking process doesn't require the text to be reversed,S12321,Screens made of silk or synthetic fabrics are used for the screenprinting process.,0
Q12322,what printmaking process doesn't require the text to be reversed,S12322,Other types of matrix substrates and related processes are discussed below.,0
Q12323,what printmaking process doesn't require the text to be reversed,S12323,Multiple impressions printed from the same matrix form an edition .,0
Q12324,what printmaking process doesn't require the text to be reversed,S12324,"Since the late 19th century, artists have generally signed individual impressions from an edition and often number the impressions to form a limited edition .",0
Q12325,what printmaking process doesn't require the text to be reversed,S12325,"Prints may also be printed in book form, such as illustrated books or artist's books .",0
Q12326,what are the names of the ll divos,S12326,"Il Divo is an English multinational operatic pop vocal group created by music manager, executive, and reality TV star Simon Cowell .",0
Q12327,what are the names of the ll divos,S12327,"Formed in the United Kingdom, they are also signed to Cowell's record label, Syco Music .",0
Q12328,what are the names of the ll divos,S12328,"Il Divo is a group of four male singers: French pop singer Sébastien Izambard , Spanish baritone Carlos Marín , American tenor David Miller , and Swiss tenor Urs Bühler .",1
Q12329,what are the names of the ll divos,S12329,"To date, they have sold more than 26 million albums worldwide.",0
Q12330,what is an aircraft  interception,S12330,"Su-15 , one of the principal Soviet Air Defence interceptors in the 1970s and 1980s",0
Q12331,what is an aircraft  interception,S12331,"An interceptor aircraft (or simply interceptor) is a type of fighter aircraft designed specifically to prevent missions of enemy aircraft, particularly bombers and reconnaissance aircraft , and destroy them, relying usually on great speed and powerful armament.",0
Q12332,what is an aircraft  interception,S12332,"Being used since the First World War , after the late 1960s, interceptors became less important due to shifting from bombers to intercontinental ballistic missiles (ICBMs) for nuclear warfare .",0
Q12333,where did the vietnamese settle in america,S12333,A Vietnamese American () is an American of Vietnamese descent.,0
Q12334,where did the vietnamese settle in america,S12334,They make up about half of all overseas Vietnamese (Người Việt Hải Ngoại) and are the fourth-largest Asian American group.,0
Q12335,where did the vietnamese settle in america,S12335,"Mass Vietnamese immigration to the United States started after 1975, after the end of the Vietnam War .",0
Q12336,where did the vietnamese settle in america,S12336,Early immigrants were refugee boat people fleeing persecution or poverty.,0
Q12337,where did the vietnamese settle in america,S12337,"Forced to flee from their homeland and often thrust into poor urban neighborhoods, these newcomers have nevertheless managed to establish strong communities in a short amount of time.",0
Q12338,where did the vietnamese settle in america,S12338,"More than sixty percent of Vietnamese Americans reside in the states of California , Texas , Washington , Florida , and Virginia .",1
Q12339,when did hitler kill himself,S12339,"Front page of the U.S. Armed Forces newspaper, Stars and Stripes , 2 May 1945",0
Q12340,when did hitler kill himself,S12340,Adolf Hitler committed suicide by gunshot on 30 April 1945 in his Führerbunker in Berlin.,1
Q12341,when did hitler kill himself,S12341,His wife Eva (née Braun) committed suicide with him by ingesting cyanide .,0
Q12342,when did hitler kill himself,S12342,"That afternoon, in accordance with Hitler's prior instructions, their remains were carried up the stairs through the bunker's emergency exit, doused in petrol and set alight in the Reich Chancellery garden outside the bunker.",0
Q12343,when did hitler kill himself,S12343,"The Soviet archives record that their burnt remains were recovered and interred in successive locations until 1970 when they were again exhumed, cremated and the ashes scattered.",0
Q12344,when did hitler kill himself,S12344,"Accounts differ as to the cause of death; one that he died by poison only and another that he died by a self-inflicted gunshot, while biting down on a cyanide capsule.",0
Q12345,when did hitler kill himself,S12345,Contemporary historians have rejected these accounts as being either Soviet propaganda or an attempted compromise in order to reconcile the different conclusions.,0
Q12346,when did hitler kill himself,S12346,"One eye-witness recorded that the body showed signs of having been shot through the mouth, but this has been proven unlikely.",0
Q12347,when did hitler kill himself,S12347,There is also controversy regarding the authenticity of skull and jaw fragments which were recovered.,0
Q12348,when did hitler kill himself,S12348,"In 2009, DNA tests were performed on a skull Soviet officials had long believed to be Hitler's.",0
Q12349,when did hitler kill himself,S12349,The tests revealed that the skull was actually that of a woman less than 40 years old.,0
Q12350,when can st louis buy alcohol,S12350,Location of Missouri,0
Q12351,when can st louis buy alcohol,S12351,The alcohol laws of Missouri are among the least restrictive and most lax and permissive in the United States .,0
Q12352,when can st louis buy alcohol,S12352,"Missouri is known throughout the Midwest for its largely laissez-faire approach to alcohol regulation, in sharp contrast to the very strict alcohol laws of some of its neighbors, like Kansas and Oklahoma .",0
Q12353,where do flesh eating bacteria live,S12353,"Necrotizing fasciitis ( or ) or NF, commonly known as flesh-eating disease or flesh-eating bacteria syndrome, is a rare infection of the deeper layers of skin and subcutaneous tissues , easily spreading across the fascial plane within the subcutaneous tissue.",0
Q12354,where do flesh eating bacteria live,S12354,"Necrotizing fasciitis is quickly progressing, having greater risk of developing in the immunocompromised due to conditions like diabetes , cancer , etc.",0
Q12355,where do flesh eating bacteria live,S12355,It is a severe disease of sudden onset and is usually treated immediately with high doses of intravenous antibiotics.,0
Q12356,where do flesh eating bacteria live,S12356,"Type I describes a polymicrobial infection, whereas Type II describes a monomicrobial infection.",0
Q12357,where do flesh eating bacteria live,S12357,"Many types of bacteria can cause necrotizing fasciitis (e.g., Group A streptococcus (Streptococcus pyogenes) , Staphylococcus aureus , Clostridium perfringens , Bacteroides fragilis , Aeromonas hydrophila ).",0
Q12358,where do flesh eating bacteria live,S12358,Such infections are more likely to occur in people with compromised immune systems .,0
Q12359,where do flesh eating bacteria live,S12359,"Historically, Group A streptococcus made up most cases of Type II infections.",0
Q12360,where do flesh eating bacteria live,S12360,"However, since as early as 2001, another serious form of monomicrobial necrotizing fasciitis has been observed with increasing frequency, caused by methicillin-resistant Staphylococcus aureus (MRSA) .",0
Q12361,where do flesh eating bacteria live,S12361,"Some published case reports have implied a possible link between use of non-steroidal anti-inflammatory drugs and NF, though the evidence of the link was said to be weak because of a small number of case patients and it was unclear whether the drugs just masked the symptoms of a secondary infection or were a cause per se.",0
Q12362,when did world war 2 end,S12362,"World War II (WWII or WW2), also known as the Second World War, was a global war that lasted from 1939 to 1945.",1
Q12363,when did world war 2 end,S12363,It involved the vast majority of the world's nations —including all of the great powers —eventually forming two opposing military alliances : the Allies and the Axis .,0
Q12364,when did world war 2 end,S12364,"It was the most widespread war in history, with more than 100 million people serving in military units from over 30 different countries.",0
Q12365,when did world war 2 end,S12365,"In a state of "" total war "", the major participants placed their entire economic, industrial, and scientific capabilities at the service of the war effort, erasing the distinction between civilian and military resources.",0
Q12366,when did world war 2 end,S12366,"Marked by mass deaths of civilians, including the Holocaust and the only use of nuclear weapons in warfare , it resulted in 50 million to over 75 million fatalities .",0
Q12367,when did world war 2 end,S12367,These deaths make World War II by far the deadliest conflict in human history .,0
Q12368,when did world war 2 end,S12368,"The Empire of Japan aimed to dominate East Asia and was already at war with the Republic of China in 1937, but the world war is generally said to have begun on 1 September 1939 with the invasion of Poland by Germany and subsequent declarations of war on Germany by France and Britain .",0
Q12369,when did world war 2 end,S12369,"From late 1939 to early 1941, in a series of campaigns and treaties , Germany formed the Axis alliance with Italy , conquering or subduing much of continental Europe.",0
